0.870505, 0.880236, 0.234095, 0.210008
0.868975, 0.882164, 0.238807, 0.215751
0.8703, 0.880056, 0.2343, 0.210008
0.86881, 0.881997, 0.23932, 0.21493
0.870043, 0.879842, 0.234914, 0.210008
0.868652, 0.881836, 0.239525, 0.21411
0.869877, 0.879693, 0.235119, 0.210008
0.868495, 0.881678, 0.239934, 0.21493
0.869692, 0.87954, 0.235324, 0.210008
0.86837, 0.881554, 0.240139, 0.21493
0.869561, 0.87943, 0.235324, 0.210829
0.868278, 0.881471, 0.240447, 0.21411
0.869511, 0.879372, 0.236144, 0.210829
0.868225, 0.881428, 0.240447, 0.215751
0.869441, 0.879302, 0.236246, 0.210829
0.86813, 0.88134, 0.240549, 0.215751
0.869314, 0.879198, 0.236144, 0.211649
0.86803, 0.881245, 0.240549, 0.21493
0.869253, 0.879139, 0.236554, 0.21329
0.868003, 0.881233, 0.240652, 0.21493
0.8692, 0.879091, 0.236759, 0.21411
0.867942, 0.881181, 0.240447, 0.215751
0.869159, 0.879046, 0.236759, 0.21329
0.867913, 0.88116, 0.240037, 0.217391
0.86911, 0.879008, 0.236656, 0.21411
0.867857, 0.881113, 0.239832, 0.217391
0.869051, 0.878962, 0.236759, 0.21411
0.86785, 0.88113, 0.239934, 0.218212
0.869071, 0.878969, 0.236861, 0.21493
0.867767, 0.88105, 0.240037, 0.218212
0.869044, 0.878945, 0.236759, 0.21493
0.867778, 0.881086, 0.23973, 0.218212
0.869009, 0.878915, 0.236861, 0.21493
0.867724, 0.881044, 0.239627, 0.219852
0.868906, 0.878838, 0.237168, 0.21493
0.867653, 0.880993, 0.240037, 0.219032
0.86879, 0.878745, 0.237578, 0.21493
0.867547, 0.880901, 0.240242, 0.219032
0.868693, 0.878668, 0.237988, 0.21493
0.867449, 0.880818, 0.240652, 0.219032
0.868627, 0.878607, 0.237885, 0.21493
0.867415, 0.880806, 0.240549, 0.218212
0.86861, 0.878593, 0.238193, 0.21493
0.867407, 0.880829, 0.240549, 0.218212
0.86867, 0.878625, 0.237988, 0.21493
0.867391, 0.880831, 0.240856, 0.219032
0.86864, 0.878593, 0.238295, 0.21493
0.867368, 0.880825, 0.240959, 0.219032
0.868599, 0.878558, 0.237988, 0.215751
0.867351, 0.880834, 0.240959, 0.220673
0.868657, 0.878588, 0.238295, 0.21493
0.867327, 0.880829, 0.241266, 0.221493
0.868575, 0.878517, 0.238807, 0.21493
0.867243, 0.880761, 0.241369, 0.220673
0.868449, 0.878414, 0.238603, 0.21493
0.867113, 0.880647, 0.241471, 0.219852
0.868299, 0.878294, 0.2385, 0.216571
0.866988, 0.880537, 0.241779, 0.219852
0.868143, 0.878179, 0.239012, 0.217391
0.86697, 0.88054, 0.241164, 0.220673
0.868216, 0.878228, 0.238807, 0.217391
0.866989, 0.880565, 0.240754, 0.221493
0.868298, 0.878286, 0.23891, 0.219032
0.86705, 0.88066, 0.240242, 0.220673
0.868312, 0.878311, 0.239012, 0.217391
0.866997, 0.880631, 0.240037, 0.220673
0.868234, 0.878249, 0.23932, 0.217391
0.866898, 0.88054, 0.239832, 0.221493
0.868022, 0.878086, 0.240139, 0.217391
0.86667, 0.880316, 0.239934, 0.221493
0.867726, 0.877866, 0.239934, 0.218212
0.866573, 0.88024, 0.239934, 0.220673
0.867658, 0.87782, 0.240037, 0.217391
0.866526, 0.880218, 0.240242, 0.219852
0.867627, 0.877802, 0.239627, 0.216571
0.866507, 0.880236, 0.240242, 0.219852
0.867617, 0.877782, 0.23973, 0.217391
0.866457, 0.880214, 0.240344, 0.219032
0.867517, 0.877695, 0.239627, 0.217391
0.866333, 0.880099, 0.240242, 0.219032
0.867353, 0.877574, 0.239217, 0.218212
0.866193, 0.879975, 0.240652, 0.218212
0.867186, 0.877446, 0.239115, 0.218212
0.86607, 0.879868, 0.240447, 0.219032
0.86708, 0.877342, 0.23932, 0.219032
0.866021, 0.879852, 0.240754, 0.218212
0.867075, 0.877347, 0.239422, 0.219852
0.865989, 0.879844, 0.240959, 0.218212
0.867026, 0.877312, 0.239115, 0.218212
0.865881, 0.87976, 0.241266, 0.217391
0.866909, 0.877219, 0.239525, 0.219032
0.865768, 0.879657, 0.241471, 0.218212
0.866744, 0.877102, 0.239525, 0.219852
0.865664, 0.879569, 0.241676, 0.218212
0.866651, 0.877025, 0.239525, 0.219032
0.865516, 0.879424, 0.241369, 0.217391
0.866384, 0.876825, 0.239115, 0.219032
0.865385, 0.879323, 0.241266, 0.219032
0.866241, 0.876709, 0.239525, 0.218212
0.865163, 0.879141, 0.241266, 0.219032
0.865971, 0.876508, 0.239422, 0.219032
0.864867, 0.878861, 0.241061, 0.219852
0.865656, 0.876269, 0.239012, 0.220673
0.864665, 0.878679, 0.241164, 0.219852
0.865443, 0.876122, 0.23891, 0.222313
0.864458, 0.878483, 0.241061, 0.220673
0.865318, 0.876031, 0.239422, 0.221493
0.864349, 0.878397, 0.240549, 0.220673
0.865164, 0.87593, 0.239217, 0.221493
0.864203, 0.878266, 0.240447, 0.220673
0.864982, 0.875808, 0.239627, 0.221493
0.864168, 0.878235, 0.240344, 0.221493
0.86512, 0.875913, 0.239934, 0.221493
0.864198, 0.878296, 0.240856, 0.221493
0.865268, 0.876001, 0.240242, 0.219852
0.864286, 0.878405, 0.240652, 0.221493
0.865298, 0.876031, 0.240344, 0.220673
0.864274, 0.878402, 0.240754, 0.222313
0.865273, 0.875999, 0.240139, 0.219852
0.86417, 0.87829, 0.241164, 0.223134
0.865111, 0.875875, 0.240652, 0.219852
0.864022, 0.878125, 0.241164, 0.223134
0.864921, 0.875718, 0.240856, 0.219032
0.863838, 0.877916, 0.241574, 0.222313
0.864728, 0.875568, 0.240856, 0.219852
0.863649, 0.877718, 0.241983, 0.222313
0.864547, 0.875389, 0.240959, 0.220673
0.863569, 0.877634, 0.241574, 0.222313
0.864514, 0.875355, 0.241369, 0.222313
0.863469, 0.877527, 0.242086, 0.223134
0.86432, 0.875205, 0.241676, 0.222313
0.863428, 0.877485, 0.241881, 0.223134
0.864358, 0.875214, 0.241779, 0.221493
0.863435, 0.877495, 0.241676, 0.223134
0.864488, 0.875297, 0.242188, 0.221493
0.863452, 0.877518, 0.241574, 0.223954
0.864397, 0.8752, 0.242393, 0.221493
0.863371, 0.877419, 0.242188, 0.224774
0.864325, 0.875134, 0.242393, 0.220673
0.863274, 0.8773, 0.241983, 0.223954
0.864255, 0.875076, 0.242188, 0.219852
0.863239, 0.877269, 0.241676, 0.225595
0.864238, 0.875044, 0.242188, 0.220673
0.863195, 0.87723, 0.241676, 0.226415
0.864185, 0.87498, 0.242496, 0.221493
0.863087, 0.877118, 0.241574, 0.225595
0.863944, 0.874796, 0.242086, 0.220673
0.863005, 0.877029, 0.241574, 0.226415
0.864002, 0.874822, 0.242393, 0.221493
0.862971, 0.876988, 0.241779, 0.226415
0.863904, 0.874738, 0.242291, 0.220673
0.862873, 0.876878, 0.242188, 0.226415
0.863856, 0.874681, 0.242086, 0.220673
0.862783, 0.876776, 0.242701, 0.227235
0.863722, 0.874567, 0.241983, 0.221493
0.862706, 0.876681, 0.242905, 0.228056
0.863629, 0.87449, 0.241779, 0.222313
0.862634, 0.876606, 0.24311, 0.228876
0.863695, 0.874512, 0.241676, 0.221493
0.862599, 0.87657, 0.243418, 0.228876
0.863598, 0.874435, 0.241574, 0.220673
0.862508, 0.876481, 0.243315, 0.228876
0.863596, 0.874403, 0.241574, 0.221493
0.862504, 0.876469, 0.24352, 0.228056
0.863456, 0.874289, 0.241779, 0.221493
0.8624, 0.876357, 0.24393, 0.228876
4.61425, 4.62555, 0.0924086, 0.0894176
17.9136, 17.9582, 0.152956, 0.152584
7.36804, 7.36845, 0.0116791, 0.0114848
2.67718, 2.65311, 0.137588, 0.136177
5.84381, 5.85503, 0.136769, 0.136998
6.93835, 6.96086, 0.102449, 0.101723
2.4358, 2.44443, 0.121504, 0.116489
1.28316, 1.28615, 0.0916914, 0.0902379
1.06564, 1.07005, 0.130929, 0.126333
0.999358, 1.00592, 0.121606, 0.116489
0.984844, 0.991217, 0.134412, 0.125513
0.978321, 0.984689, 0.135949, 0.130435
0.9742, 0.980582, 0.135847, 0.129614
0.971232, 0.977568, 0.136359, 0.127153
0.968783, 0.974878, 0.137486, 0.128794
0.966652, 0.972541, 0.138818, 0.131255
0.964702, 0.97046, 0.140252, 0.132075
0.962944, 0.968568, 0.141072, 0.135357
0.96131, 0.966788, 0.143325, 0.139459
0.959785, 0.965086, 0.144862, 0.139459
0.958335, 0.963372, 0.146706, 0.139459
0.956964, 0.961722, 0.15019, 0.141099
0.955702, 0.9602, 0.151726, 0.139459
0.954496, 0.958757, 0.154185, 0.14356
0.953369, 0.957428, 0.157361, 0.150123
0.952304, 0.956167, 0.15941, 0.153404
0.951299, 0.954993, 0.160537, 0.155865
0.950315, 0.953877, 0.161254, 0.156686
0.949377, 0.952797, 0.164635, 0.157506
0.948481, 0.951733, 0.167094, 0.159967
0.947621, 0.950729, 0.168323, 0.159967
0.946793, 0.949757, 0.171396, 0.163249
0.945974, 0.948842, 0.171499, 0.16653
0.945168, 0.947992, 0.173548, 0.168171
0.944383, 0.947189, 0.17447, 0.173093
0.943636, 0.946392, 0.176929, 0.175554
0.942918, 0.945656, 0.179285, 0.182937
0.942223, 0.944965, 0.180002, 0.180476
0.941542, 0.944308, 0.181129, 0.178015
0.940898, 0.943678, 0.181744, 0.181296
0.94028, 0.943076, 0.182358, 0.182937
0.939674, 0.942468, 0.183076, 0.183757
0.939076, 0.941873, 0.183998, 0.182937
0.938487, 0.941299, 0.184715, 0.179655
0.937907, 0.940732, 0.185739, 0.180476
0.937337, 0.940199, 0.185842, 0.180476
0.936779, 0.939696, 0.186866, 0.181296
0.936227, 0.939229, 0.188198, 0.182116
0.935677, 0.938769, 0.1883, 0.180476
0.93513, 0.938313, 0.188608, 0.181296
0.934592, 0.937878, 0.189632, 0.182116
0.934056, 0.937462, 0.190452, 0.181296
0.933526, 0.937052, 0.191169, 0.182937
0.932996, 0.936662, 0.192398, 0.182937
0.932452, 0.936288, 0.192706, 0.187039
0.931894, 0.935873, 0.193525, 0.185398
0.931327, 0.935449, 0.194652, 0.186218
0.93076, 0.934988, 0.196496, 0.184578
0.93017, 0.934523, 0.198135, 0.187039
0.929557, 0.934005, 0.201004, 0.187859
0.928945, 0.933497, 0.202541, 0.187039
0.928341, 0.933016, 0.204795, 0.187859
0.927764, 0.932549, 0.206024, 0.187039
0.927203, 0.932087, 0.207048, 0.187039
0.926633, 0.931616, 0.207253, 0.19114
0.926061, 0.931182, 0.208073, 0.191961
0.9255, 0.930773, 0.20838, 0.191961
0.924958, 0.930384, 0.209302, 0.192781
0.924432, 0.929991, 0.209302, 0.196062
0.923924, 0.929588, 0.210122, 0.197703
0.923442, 0.929213, 0.210942, 0.198523
0.922973, 0.928863, 0.210429, 0.199344
0.922522, 0.928535, 0.211146, 0.199344
0.922079, 0.928215, 0.210532, 0.200164
0.921646, 0.927886, 0.210429, 0.199344
0.921218, 0.927594, 0.210634, 0.196883
0.920791, 0.927327, 0.211351, 0.196062
0.92038, 0.927051, 0.211146, 0.196062
0.919974, 0.926785, 0.210839, 0.197703
0.919578, 0.926544, 0.210839, 0.199344
0.919188, 0.926303, 0.210634, 0.196883
0.918804, 0.926058, 0.210634, 0.196883
0.918423, 0.925822, 0.210429, 0.196883
0.918044, 0.925592, 0.210634, 0.196883
0.917671, 0.925341, 0.210634, 0.196062
0.917301, 0.925103, 0.209507, 0.193601
0.916937, 0.924841, 0.209405, 0.192781
0.916577, 0.924581, 0.210224, 0.191961
0.91622, 0.92429, 0.209815, 0.193601
0.915869, 0.924018, 0.210019, 0.191961
0.915528, 0.923706, 0.209917, 0.19032
0.915195, 0.923455, 0.210019, 0.19114
0.914866, 0.92313, 0.211146, 0.19032
0.914545, 0.922882, 0.211044, 0.191961
0.914231, 0.922547, 0.211966, 0.19114
0.913923, 0.922316, 0.211454, 0.191961
0.913616, 0.921979, 0.212376, 0.19114
0.913315, 0.92176, 0.212376, 0.192781
0.913023, 0.921395, 0.212786, 0.192781
0.912735, 0.921226, 0.212068, 0.193601
0.91245, 0.92083, 0.213503, 0.192781
0.912161, 0.920707, 0.213093, 0.193601
0.911887, 0.920279, 0.214117, 0.195242
0.911618, 0.920219, 0.212786, 0.193601
0.911357, 0.919739, 0.214015, 0.196883
0.911102, 0.919756, 0.212683, 0.192781
0.910854, 0.919226, 0.215757, 0.199344
0.910609, 0.919323, 0.213503, 0.195242
0.910377, 0.918733, 0.216679, 0.202625
0.910144, 0.918922, 0.213605, 0.192781
0.909947, 0.918263, 0.217293, 0.203445
0.909735, 0.918596, 0.213195, 0.194422
0.909575, 0.917838, 0.216986, 0.200984
0.909381, 0.918329, 0.212273, 0.194422
0.909286, 0.917474, 0.215142, 0.201805
0.909073, 0.918111, 0.211966, 0.196883
0.90907, 0.917183, 0.215142, 0.203445
0.908892, 0.918024, 0.212376, 0.197703
0.909168, 0.917118, 0.215552, 0.203445
0.909006, 0.918266, 0.211761, 0.1895
0.909495, 0.917256, 0.213708, 0.209188
0.909315, 0.918705, 0.210429, 0.188679
0.910257, 0.917794, 0.212376, 0.207547
0.909757, 0.919292, 0.210839, 0.188679
0.910909, 0.918268, 0.211556, 0.209188
0.909724, 0.91935, 0.211351, 0.1895
0.91076, 0.918115, 0.210942, 0.208368
0.909345, 0.919037, 0.210737, 0.19114
0.910273, 0.91769, 0.211556, 0.210008
0.908798, 0.918533, 0.211044, 0.191961
0.909608, 0.917113, 0.211864, 0.209188
0.908312, 0.918085, 0.211351, 0.191961
0.909076, 0.916644, 0.211659, 0.209188
0.907929, 0.917756, 0.211659, 0.192781
0.90873, 0.916344, 0.211556, 0.210829
0.907534, 0.917425, 0.211966, 0.193601
0.908378, 0.916037, 0.211556, 0.211649
0.90714, 0.917084, 0.212376, 0.194422
0.908003, 0.915705, 0.212171, 0.211649
0.906751, 0.916742, 0.212888, 0.195242
0.907625, 0.915363, 0.212581, 0.211649
0.906457, 0.916503, 0.213195, 0.194422
0.907374, 0.91512, 0.21299, 0.211649
0.906168, 0.916273, 0.21299, 0.193601
0.907197, 0.91494, 0.212478, 0.212469
0.905845, 0.915992, 0.213195, 0.194422
0.906837, 0.914601, 0.211966, 0.212469
0.905558, 0.915745, 0.212683, 0.194422
0.906577, 0.914349, 0.212376, 0.21329
0.905264, 0.915485, 0.212683, 0.196062
0.906349, 0.914122, 0.212683, 0.21329
0.905004, 0.915259, 0.213093, 0.193601
0.906147, 0.913911, 0.212888, 0.21329
0.904674, 0.914946, 0.212786, 0.194422
0.905878, 0.913642, 0.21381, 0.21493
0.904308, 0.914591, 0.212786, 0.195242
0.905476, 0.913255, 0.213605, 0.21493
0.904022, 0.914317, 0.212786, 0.196062
0.905223, 0.913006, 0.21381, 0.21411
0.903726, 0.914034, 0.212683, 0.195242
0.904929, 0.912724, 0.21381, 0.21411
0.90342, 0.913748, 0.212683, 0.193601
0.904633, 0.912445, 0.21422, 0.21411
0.903167, 0.913519, 0.212683, 0.193601
0.904436, 0.912249, 0.21381, 0.21329
0.902955, 0.913333, 0.213093, 0.192781
0.904234, 0.912054, 0.213298, 0.211649
0.902754, 0.913166, 0.2134, 0.193601
0.904063, 0.911887, 0.212888, 0.210829
0.902504, 0.912947, 0.213605, 0.194422
0.90382, 0.91166, 0.212888, 0.210829
0.902267, 0.912744, 0.213298, 0.193601
0.903651, 0.911489, 0.213093, 0.210008
0.902023, 0.912542, 0.213913, 0.193601
0.903402, 0.911249, 0.213093, 0.210008
0.901813, 0.912369, 0.214117, 0.196062
0.90319, 0.911042, 0.213298, 0.209188
0.901483, 0.912059, 0.214732, 0.196883
0.902817, 0.910701, 0.213605, 0.210008
0.901198, 0.911801, 0.214527, 0.196883
0.90258, 0.910474, 0.212888, 0.210008
0.900877, 0.9115, 0.214937, 0.196883
0.90224, 0.910161, 0.213093, 0.210008
0.900525, 0.911156, 0.215654, 0.196062
0.901869, 0.90982, 0.213195, 0.207547
0.900292, 0.91094, 0.215757, 0.196062
0.901629, 0.909592, 0.213605, 0.207547
0.900097, 0.910771, 0.215961, 0.196062
0.901447, 0.909416, 0.2134, 0.206727
0.899941, 0.910643, 0.216064, 0.196062
0.901352, 0.909311, 0.213503, 0.207547
0.899758, 0.910486, 0.216371, 0.196062
0.901267, 0.909219, 0.213708, 0.208368
0.899431, 0.910162, 0.216474, 0.195242
0.900832, 0.908829, 0.213605, 0.210008
0.899179, 0.909928, 0.216576, 0.196062
0.900548, 0.908565, 0.213605, 0.210008
0.898917, 0.909685, 0.216576, 0.196062
0.900327, 0.908361, 0.214322, 0.210008
0.898672, 0.909456, 0.217088, 0.197703
0.900057, 0.908116, 0.215039, 0.210829
0.898503, 0.909311, 0.217088, 0.199344
0.89992, 0.907987, 0.21463, 0.210829
0.898341, 0.90917, 0.217293, 0.200164
0.899764, 0.907845, 0.214425, 0.210829
0.898048, 0.908887, 0.217396, 0.200164
0.899372, 0.907503, 0.215142, 0.210829
0.897732, 0.908576, 0.217908, 0.200164
0.899025, 0.907208, 0.215244, 0.210829
0.897546, 0.908418, 0.217703, 0.200164
0.898877, 0.907085, 0.215552, 0.210829
0.897432, 0.908344, 0.217908, 0.198523
0.898877, 0.907082, 0.214835, 0.210829
0.897348, 0.908295, 0.218625, 0.198523
0.898771, 0.906986, 0.214527, 0.210008
0.89715, 0.908117, 0.218523, 0.198523
0.898539, 0.906784, 0.215039, 0.210008
0.896945, 0.907928, 0.217703, 0.197703
0.898391, 0.906649, 0.215244, 0.210829
0.896741, 0.907738, 0.217703, 0.197703
0.898194, 0.906465, 0.215449, 0.210829
0.896566, 0.907574, 0.217601, 0.199344
0.898142, 0.906409, 0.215654, 0.210008
0.896384, 0.907411, 0.217601, 0.199344
0.898009, 0.906286, 0.215449, 0.208368
0.896198, 0.907247, 0.217908, 0.198523
0.897843, 0.906134, 0.215552, 0.206727
0.89604, 0.907114, 0.217806, 0.198523
0.897653, 0.905955, 0.215347, 0.206727
0.895851, 0.906945, 0.217908, 0.197703
0.897469, 0.905781, 0.215347, 0.205906
0.895672, 0.906785, 0.218215, 0.199344
0.89728, 0.905604, 0.215449, 0.205086
0.895506, 0.906641, 0.218625, 0.199344
0.897209, 0.90552, 0.216166, 0.205086
0.895449, 0.906617, 0.218215, 0.199344
0.897167, 0.905459, 0.215961, 0.204266
0.895328, 0.906521, 0.21842, 0.199344
0.897045, 0.905329, 0.215961, 0.204266
0.89519, 0.906409, 0.218728, 0.199344
0.89698, 0.905248, 0.215552, 0.204266
0.895002, 0.906237, 0.218728, 0.199344
0.896815, 0.905084, 0.215449, 0.204266
0.894754, 0.905999, 0.219137, 0.198523
0.896507, 0.904799, 0.215859, 0.203445
0.894432, 0.905668, 0.219342, 0.199344
0.896162, 0.904485, 0.215859, 0.202625
0.894227, 0.905472, 0.219035, 0.199344
0.895905, 0.904238, 0.215961, 0.203445
0.894059, 0.905319, 0.218932, 0.200164
0.895798, 0.90411, 0.216064, 0.203445
0.893849, 0.905117, 0.219547, 0.200164
0.895608, 0.903902, 0.216269, 0.202625
0.893653, 0.904931, 0.220059, 0.199344
0.895395, 0.903676, 0.215859, 0.203445
0.893396, 0.904675, 0.220572, 0.200164
0.895111, 0.903396, 0.216371, 0.203445
0.893162, 0.904443, 0.220674, 0.200164
0.894777, 0.903072, 0.217498, 0.203445
0.892925, 0.904203, 0.221289, 0.201805
0.894574, 0.90286, 0.21801, 0.205086
0.892725, 0.903999, 0.221699, 0.200984
0.894356, 0.902632, 0.21801, 0.205906
0.892649, 0.903939, 0.221186, 0.200164
0.894347, 0.902587, 0.217703, 0.205906
0.892479, 0.903787, 0.221494, 0.200164
0.894088, 0.902345, 0.21801, 0.207547
0.892243, 0.903558, 0.221186, 0.201805
0.893859, 0.902127, 0.21801, 0.207547
0.891993, 0.903316, 0.221494, 0.201805
0.893524, 0.901816, 0.218523, 0.207547
0.891714, 0.903041, 0.222416, 0.201805
0.893195, 0.901518, 0.218625, 0.206727
0.891471, 0.902812, 0.222108, 0.203445
0.892921, 0.901263, 0.218728, 0.205906
0.891198, 0.902543, 0.222416, 0.205086
0.892624, 0.900989, 0.218523, 0.208368
0.890917, 0.902265, 0.222518, 0.205906
0.892335, 0.90072, 0.21883, 0.208368
0.890591, 0.901942, 0.222723, 0.207547
0.891982, 0.9004, 0.219137, 0.208368
0.890404, 0.901776, 0.223133, 0.208368
0.891829, 0.900255, 0.21924, 0.208368
0.89028, 0.901673, 0.22303, 0.208368
0.891719, 0.900152, 0.219752, 0.208368
0.890176, 0.901598, 0.222826, 0.208368
0.891608, 0.900051, 0.219342, 0.208368
0.890043, 0.901481, 0.222826, 0.208368
0.891467, 0.89991, 0.219547, 0.207547
0.889894, 0.901338, 0.222928, 0.209188
0.891333, 0.899769, 0.21965, 0.209188
0.889775, 0.901238, 0.222313, 0.208368
0.891122, 0.899562, 0.21965, 0.209188
0.889652, 0.90114, 0.222211, 0.207547
0.891069, 0.899485, 0.21924, 0.205906
0.889567, 0.901087, 0.222416, 0.206727
0.891032, 0.899428, 0.218932, 0.206727
0.889512, 0.901074, 0.222723, 0.206727
0.891, 0.899377, 0.218932, 0.203445
0.889384, 0.900977, 0.222826, 0.207547
0.890945, 0.899303, 0.21965, 0.204266
0.88925, 0.900872, 0.22303, 0.206727
0.89081, 0.899148, 0.219342, 0.204266
0.88898, 0.900607, 0.223235, 0.208368
0.890312, 0.898695, 0.220264, 0.204266
0.888631, 0.900255, 0.222928, 0.206727
0.889846, 0.898279, 0.220264, 0.207547
0.888275, 0.89989, 0.223338, 0.206727
0.889413, 0.897898, 0.220469, 0.208368
0.887999, 0.89963, 0.223645, 0.205906
0.889128, 0.897635, 0.220879, 0.207547
0.88778, 0.899447, 0.223645, 0.205086
0.888949, 0.897462, 0.220777, 0.207547
0.887592, 0.899284, 0.22344, 0.205906
0.888849, 0.897348, 0.220879, 0.206727
0.887453, 0.899167, 0.22385, 0.205906
0.88869, 0.897186, 0.221699, 0.205906
0.88723, 0.898967, 0.224055, 0.206727
0.88841, 0.896929, 0.221596, 0.205906
0.886939, 0.898685, 0.22467, 0.206727
0.888108, 0.89665, 0.221699, 0.206727
0.886707, 0.898462, 0.224772, 0.207547
0.88776, 0.896341, 0.221494, 0.207547
0.886483, 0.898264, 0.224875, 0.208368
0.88755, 0.89614, 0.221699, 0.205906
0.88633, 0.898135, 0.224977, 0.206727
0.887497, 0.896063, 0.221903, 0.206727
0.886223, 0.898059, 0.225694, 0.205906
0.8875, 0.896022, 0.222211, 0.205906
0.886108, 0.897956, 0.225592, 0.207547
0.887398, 0.895892, 0.222621, 0.205086
0.885986, 0.897854, 0.225592, 0.208368
0.887263, 0.895742, 0.223133, 0.205086
0.885847, 0.897737, 0.225899, 0.207547
0.887171, 0.895629, 0.222518, 0.205906
0.885722, 0.897626, 0.226206, 0.208368
0.887048, 0.895495, 0.222518, 0.206727
0.885519, 0.897428, 0.226309, 0.208368
0.886775, 0.895238, 0.221699, 0.207547
0.885298, 0.897212, 0.226411, 0.208368
0.886543, 0.895019, 0.221801, 0.205906
0.885065, 0.896981, 0.226309, 0.207547
0.886249, 0.894752, 0.222211, 0.207547
0.884787, 0.896699, 0.226104, 0.206727
0.885916, 0.894464, 0.222621, 0.208368
0.884566, 0.896493, 0.226514, 0.206727
0.885711, 0.894272, 0.222518, 0.208368
0.884397, 0.896331, 0.226411, 0.207547
0.885467, 0.894055, 0.223133, 0.209188
0.88415, 0.896083, 0.226616, 0.210008
0.885226, 0.893847, 0.223543, 0.209188
0.88396, 0.895908, 0.226719, 0.209188
0.885081, 0.89371, 0.223952, 0.208368
0.883846, 0.895811, 0.226719, 0.208368
0.884946, 0.893581, 0.22344, 0.208368
0.883713, 0.895696, 0.226923, 0.208368
0.884775, 0.893426, 0.223133, 0.208368
0.883521, 0.895507, 0.227333, 0.207547
0.884516, 0.893208, 0.22385, 0.210829
0.8833, 0.895286, 0.227333, 0.207547
0.884263, 0.892994, 0.224157, 0.211649
0.883044, 0.895021, 0.227026, 0.207547
0.883883, 0.892679, 0.224157, 0.212469
0.882777, 0.894752, 0.227231, 0.206727
0.88356, 0.892411, 0.225387, 0.212469
0.882446, 0.894414, 0.22846, 0.207547
0.883207, 0.892113, 0.225797, 0.21329
0.882213, 0.894187, 0.229177, 0.208368
0.883004, 0.891936, 0.225387, 0.21329
0.881999, 0.893979, 0.229587, 0.206727
0.882799, 0.891766, 0.225387, 0.21329
0.881839, 0.893842, 0.229485, 0.205086
0.882692, 0.891669, 0.225694, 0.21329
0.881754, 0.893784, 0.229894, 0.205086
0.882681, 0.891656, 0.226514, 0.21329
0.881674, 0.893737, 0.229587, 0.205906
0.882587, 0.891577, 0.225694, 0.212469
0.881577, 0.893679, 0.229382, 0.206727
0.882529, 0.891528, 0.225694, 0.212469
0.88146, 0.893607, 0.229587, 0.205906
0.882427, 0.891443, 0.225797, 0.21329
0.881265, 0.893444, 0.229792, 0.205906
0.882194, 0.891253, 0.226001, 0.21329
0.881064, 0.893281, 0.229894, 0.205906
0.882015, 0.891103, 0.226104, 0.21329
0.8809, 0.893153, 0.230407, 0.205906
0.881835, 0.890958, 0.226411, 0.21411
0.880679, 0.892963, 0.230202, 0.205086
0.881622, 0.890796, 0.226411, 0.215751
0.880503, 0.892828, 0.230407, 0.204266
0.881421, 0.890647, 0.226514, 0.21493
0.880334, 0.892683, 0.230099, 0.205086
0.881286, 0.890551, 0.226309, 0.21493
0.880209, 0.892595, 0.229894, 0.205086
